id,microcosm_id,microcosm_random_id,sp,pfg,dom_status,organ,sp_combo,pfg_combo,sp_richness,pfg_number,litter_bag_id,harvest_date,soil_mass,im,im_microcosm,fm,fm_microcosm,ml,ml_microcosm,filter_1,notes
636,351,389,sor,gc4,w,root,ave_sor_pis_sol,all,4,4,pool,22/01/2020,59.9894,0.1275,0.5062,NA,0.274,NA,45.87119716,1,fm_9/7/2020
637,352,214,ave,gc3,w,root,ave_sor_pis_sol,all,4,4,pool,14/01/2020,59.9682,0.1274,0.5056,NA,0.3065,NA,39.3789557,1,fm_9/7/2020
638,352,214,pis,legume,w,root,ave_sor_pis_sol,all,4,4,pool,14/01/2020,59.9682,0.127,0.5056,NA,0.3065,NA,39.3789557,1,fm_9/7/2020
639,352,214,sol,forb,w,root,ave_sor_pis_sol,all,4,4,pool,14/01/2020,59.9682,0.1248,0.5056,NA,0.3065,NA,39.3789557,1,fm_9/7/2020
640,352,214,sor,gc4,w,root,ave_sor_pis_sol,all,4,4,pool,14/01/2020,59.9682,0.1264,0.5056,NA,0.3065,NA,39.3789557,1,fm_9/7/2020
641,353,263,ave,gc3,w,leaf,ave_zea_vic_hel,all,4,4,pool,16/01/2020,60.0187,0.1222,0.492,0.043,0.2608,64.81178396,46.99186992,1,NA
642,353,263,hel,forb,w,leaf,ave_zea_vic_hel,all,4,4,pool,16/01/2020,60.0187,0.1265,0.492,0.0794,0.2608,37.23320158,46.99186992,1,NA
643,353,263,vic,legume,w,leaf,ave_zea_vic_hel,all,4,4,pool,16/01/2020,60.0187,0.1229,0.492,0.0616,0.2608,49.87794955,46.99186992,1,NA
644,353,263,zea,gc4,w,leaf,ave_zea_vic_hel,all,4,4,pool,16/01/2020,60.0187,0.1204,0.492,0.0768,0.2608,36.21262458,46.99186992,1,NA
645,354,241,ave,gc3,w,leaf,ave_zea_vic_hel,all,4,4,pool,15/01/2020,59.9686,0.1261,0.5022,0.0451,0.2845,64.23473434,43.34926324,1,NA
646,354,241,hel,forb,w,leaf,ave_zea_vic_hel,all,4,4,pool,15/01/2020,59.9686,0.1229,0.5022,0.0583,0.2845,52.5630594,43.34926324,1,NA
647,354,241,vic,legume,w,leaf,ave_zea_vic_hel,all,4,4,pool,15/01/2020,59.9686,0.1243,0.5022,0.0909,0.2845,26.87047466,43.34926324,1,NA
648,354,241,zea,gc4,w,leaf,ave_zea_vic_hel,all,4,4,pool,15/01/2020,59.9686,0.1289,0.5022,0.0902,0.2845,30.02327386,43.34926324,1,NA
649,355,355,ave,gc3,w,root,ave_zea_vic_hel,all,4,4,pool,21/01/2020,59.9815,0.1255,0.5024,NA,0.3527,NA,29.79697452,1,fm_9/8/2020
650,355,355,hel,forb,w,root,ave_zea_vic_hel,all,4,4,pool,21/01/2020,59.9815,0.1242,0.5024,NA,0.3527,NA,29.79697452,1,fm_9/8/2020
651,355,355,vic,legume,w,root,ave_zea_vic_hel,all,4,4,pool,21/01/2020,59.9815,0.1243,0.5024,NA,0.3527,NA,29.79697452,1,fm_9/8/2020
652,355,355,zea,gc4,w,root,ave_zea_vic_hel,all,4,4,pool,21/01/2020,59.9815,0.1284,0.5024,NA,0.3527,NA,29.79697452,1,fm_9/8/2020
653,356,55,ave,gc3,w,root,ave_zea_vic_hel,all,4,4,pool,08/01/2020,60.0474,0.1288,0.5057,NA,0.242,NA,52.14554083,1,fm_9/7/2020
654,356,55,hel,forb,w,root,ave_zea_vic_hel,all,4,4,pool,08/01/2020,60.0474,0.1244,0.5057,NA,0.242,NA,52.14554083,1,fm_9/7/2020
655,356,55,vic,legume,w,root,ave_zea_vic_hel,all,4,4,pool,08/01/2020,60.0474,0.1263,0.5057,NA,0.242,NA,52.14554083,1,fm_9/7/2020
656,356,55,zea,gc4,w,root,ave_zea_vic_hel,all,4,4,pool,08/01/2020,60.0474,0.1262,0.5057,NA,0.242,NA,52.14554083,1,fm_9/7/2020
657,357,200,ave,gc3,w,leaf,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0266,0.1284,0.5052,0.055,0.279,57.16510903,44.77434679,1,NA
658,357,200,sol,forb,w,leaf,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0266,0.1253,0.5052,0.0732,0.279,41.5802075,44.77434679,1,NA
659,357,200,vic,legume,w,leaf,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0266,0.1252,0.5052,0.0881,0.279,29.63258786,44.77434679,1,NA
660,357,200,zea,gc4,w,leaf,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0266,0.1263,0.5052,0.0627,0.279,50.35629454,44.77434679,1,NA
661,358,218,ave,gc3,w,leaf,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0176,0.1236,0.494,0.036,0.2777,70.87378641,43.7854251,1,NA
662,358,218,sol,forb,w,leaf,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0176,0.1245,0.494,0.0779,0.2777,37.42971888,43.7854251,1,NA
663,358,218,vic,legume,w,leaf,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0176,0.1237,0.494,0.069,0.2777,44.21988682,43.7854251,1,NA
664,358,218,zea,gc4,w,leaf,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0176,0.1222,0.494,0.0948,0.2777,22.42225859,43.7854251,1,NA
665,359,361,ave,gc3,w,root,ave_zea_vic_sol,all,4,4,pool,21/01/2020,60.0246,0.1267,0.5024,NA,0.3932,NA,21.73566879,1,fm_9/7/2020
666,359,361,sol,forb,w,root,ave_zea_vic_sol,all,4,4,pool,21/01/2020,60.0246,0.1266,0.5024,NA,0.3932,NA,21.73566879,1,fm_9/7/2020
667,359,361,vic,legume,w,root,ave_zea_vic_sol,all,4,4,pool,21/01/2020,60.0246,0.1249,0.5024,NA,0.3932,NA,21.73566879,1,fm_9/7/2020
668,359,361,zea,gc4,w,root,ave_zea_vic_sol,all,4,4,pool,21/01/2020,60.0246,0.1242,0.5024,NA,0.3932,NA,21.73566879,1,fm_9/7/2020
669,360,198,ave,gc3,w,root,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0413,0.1247,0.4954,NA,0.1049,NA,78.82519176,1,fm_9/8/2020
670,360,198,sol,forb,w,root,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0413,0.1214,0.4954,NA,0.1049,NA,78.82519176,1,fm_9/8/2020
671,360,198,vic,legume,w,root,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0413,0.1235,0.4954,NA,0.1049,NA,78.82519176,1,fm_9/8/2020
672,360,198,zea,gc4,w,root,ave_zea_vic_sol,all,4,4,pool,14/01/2020,60.0413,0.1258,0.4954,NA,0.1049,NA,78.82519176,1,fm_9/8/2020
673,361,428,ave,gc3,w,leaf,ave_zea_pis_hel,all,4,4,pool,23/01/2020,60.0162,0.1289,0.5082,0.04,0.2723,68.9681924,46.41873278,1,NA
674,361,428,hel,forb,w,leaf,ave_zea_pis_hel,all,4,4,pool,23/01/2020,60.0162,0.1299,0.5082,0.0757,0.2723,41.72440339,46.41873278,1,NA
675,361,428,pis,legume,w,leaf,ave_zea_pis_hel,all,4,4,pool,23/01/2020,60.0162,0.1253,0.5082,0.0658,0.2723,47.48603352,46.41873278,1,NA
676,361,428,zea,gc4,w,leaf,ave_zea_pis_hel,all,4,4,pool,23/01/2020,60.0162,0.1241,0.5082,0.0908,0.2723,26.83319903,46.41873278,1,NA
677,362,458,ave,gc3,w,leaf,ave_zea_pis_hel,all,4,4,pool,24/01/2020,60.0003,0.1251,0.5079,0.0481,0.2424,61.55075939,52.2740697,1,NA
678,362,458,hel,forb,w,leaf,ave_zea_pis_hel,all,4,4,pool,24/01/2020,60.0003,0.1295,0.5079,0.0673,0.2424,48.03088803,52.2740697,1,NA
679,362,458,pis,legume,w,leaf,ave_zea_pis_hel,all,4,4,pool,24/01/2020,60.0003,0.126,0.5079,0.0518,0.2424,58.88888889,52.2740697,1,NA
680,362,458,zea,gc4,w,leaf,ave_zea_pis_hel,all,4,4,pool,24/01/2020,60.0003,0.1273,0.5079,0.0752,0.2424,40.92694423,52.2740697,1,NA
681,363,66,ave,gc3,w,root,ave_zea_pis_hel,all,4,4,pool,08/01/2020,60.0243,0.1273,0.5004,NA,0.3355,NA,32.95363709,1,fm_9/7/2020
682,363,66,hel,forb,w,root,ave_zea_pis_hel,all,4,4,pool,08/01/2020,60.0243,0.1244,0.5004,NA,0.3355,NA,32.95363709,1,fm_9/7/2020
683,363,66,pis,legume,w,root,ave_zea_pis_hel,all,4,4,pool,08/01/2020,60.0243,0.1262,0.5004,NA,0.3355,NA,32.95363709,1,fm_9/7/2020
684,363,66,zea,gc4,w,root,ave_zea_pis_hel,all,4,4,pool,08/01/2020,60.0243,0.1225,0.5004,NA,0.3355,NA,32.95363709,1,fm_9/7/2020
685,364,464,ave,gc3,w,root,ave_zea_pis_hel,all,4,4,pool,24/01/2020,60.0058,0.1234,0.5072,NA,0.2935,NA,42.13328076,1,fm_9/8/2020
686,364,464,hel,forb,w,root,ave_zea_pis_hel,all,4,4,pool,24/01/2020,60.0058,0.1278,0.5072,NA,0.2935,NA,42.13328076,1,fm_9/8/2020
687,364,464,pis,legume,w,root,ave_zea_pis_hel,all,4,4,pool,24/01/2020,60.0058,0.1274,0.5072,NA,0.2935,NA,42.13328076,1,fm_9/8/2020
688,364,464,zea,gc4,w,root,ave_zea_pis_hel,all,4,4,pool,24/01/2020,60.0058,0.1286,0.5072,NA,0.2935,NA,42.13328076,1,fm_9/8/2020
689,365,108,ave,gc3,w,leaf,ave_zea_pis_sol,all,4,4,pool,10/01/2020,59.9409,0.1292,0.5015,0.0338,0.2147,73.83900929,57.1884347,1,NA
690,365,108,pis,legume,w,leaf,ave_zea_pis_sol,all,4,4,pool,10/01/2020,59.9409,0.124,0.5015,0.0457,0.2147,63.14516129,57.1884347,1,NA
691,365,108,sol,forb,w,leaf,ave_zea_pis_sol,all,4,4,pool,10/01/2020,59.9409,0.1249,0.5015,0.0507,0.2147,59.40752602,57.1884347,1,NA
692,365,108,zea,gc4,w,leaf,ave_zea_pis_sol,all,4,4,pool,10/01/2020,59.9409,0.1234,0.5015,0.0845,0.2147,31.52350081,57.1884347,1,NA
693,366,346,ave,gc3,w,leaf,ave_zea_pis_sol,all,4,4,pool,21/01/2020,59.9131,0.1253,0.5028,0.0521,0.2681,58.4197925,46.67859984,1,NA
694,366,346,pis,legume,w,leaf,ave_zea_pis_sol,all,4,4,pool,21/01/2020,59.9131,0.1241,0.5028,0.0433,0.2681,65.10878324,46.67859984,1,NA
695,366,346,sol,forb,w,leaf,ave_zea_pis_sol,all,4,4,pool,21/01/2020,59.9131,0.1264,0.5028,0.0846,0.2681,33.06962025,46.67859984,1,NA
696,366,346,zea,gc4,w,leaf,ave_zea_pis_sol,all,4,4,pool,21/01/2020,59.9131,0.127,0.5028,0.0881,0.2681,30.62992126,46.67859984,1,NA
697,367,50,ave,gc3,w,root,ave_zea_pis_sol,all,4,4,pool,08/01/2020,60.0571,0.1293,0.5018,NA,0.3274,NA,34.75488242,1,fm_9/7/2020
698,367,50,pis,legume,w,root,ave_zea_pis_sol,all,4,4,pool,08/01/2020,60.0571,0.1221,0.5018,NA,0.3274,NA,34.75488242,1,fm_9/7/2020
699,367,50,sol,forb,w,root,ave_zea_pis_sol,all,4,4,pool,08/01/2020,60.0571,0.1285,0.5018,NA,0.3274,NA,34.75488242,1,fm_9/7/2020
700,367,50,zea,gc4,w,root,ave_zea_pis_sol,all,4,4,pool,08/01/2020,60.0571,0.1219,0.5018,NA,0.3274,NA,34.75488242,1,fm_9/7/2020
701,368,333,ave,gc3,w,root,ave_zea_pis_sol,all,4,4,pool,20/01/2020,59.9926,0.1227,0.4996,NA,0.301,NA,39.75180144,1,fm_9/8/2020
702,368,333,pis,legume,w,root,ave_zea_pis_sol,all,4,4,pool,20/01/2020,59.9926,0.1239,0.4996,NA,0.301,NA,39.75180144,1,fm_9/8/2020
703,368,333,sol,forb,w,root,ave_zea_pis_sol,all,4,4,pool,20/01/2020,59.9926,0.1275,0.4996,NA,0.301,NA,39.75180144,1,fm_9/8/2020
704,368,333,zea,gc4,w,root,ave_zea_pis_sol,all,4,4,pool,20/01/2020,59.9926,0.1255,0.4996,NA,0.301,NA,39.75180144,1,fm_9/8/2020
705,369,273,hel,forb,w,leaf,tri_sor_vic_hel,all,4,4,pool,16/01/2020,59.9995,0.1232,0.4981,0.0569,0.2465,53.81493506,50.51194539,1,NA
706,369,273,sor,gc4,w,leaf,tri_sor_vic_hel,all,4,4,pool,16/01/2020,59.9995,0.1231,0.4981,0.076,0.2465,38.26157595,50.51194539,1,NA
707,369,273,tri,gc3,w,leaf,tri_sor_vic_hel,all,4,4,pool,16/01/2020,59.9995,0.128,0.4981,0.0478,0.2465,62.65625,50.51194539,1,NA
708,369,273,vic,legume,w,leaf,tri_sor_vic_hel,all,4,4,pool,16/01/2020,59.9995,0.1238,0.4981,0.0658,0.2465,46.84975767,50.51194539,1,NA
709,370,459,hel,forb,w,leaf,tri_sor_vic_hel,all,4,4,pool,24/01/2020,59.9887,0.129,0.5057,0.0607,0.2686,52.94573643,46.88550524,1,NA
710,370,459,sor,gc4,w,leaf,tri_sor_vic_hel,all,4,4,pool,24/01/2020,59.9887,0.1267,0.5057,0.0981,0.2686,22.5730071,46.88550524,1,NA
711,370,459,tri,gc3,w,leaf,tri_sor_vic_hel,all,4,4,pool,24/01/2020,59.9887,0.1245,0.5057,0.0422,0.2686,66.10441767,46.88550524,1,NA
712,370,459,vic,legume,w,leaf,tri_sor_vic_hel,all,4,4,pool,24/01/2020,59.9887,0.1255,0.5057,0.0676,0.2686,46.13545817,46.88550524,1,NA
713,371,248,hel,forb,w,root,tri_sor_vic_hel,all,4,4,pool,15/01/2020,59.9903,0.1253,0.5012,NA,0.2948,NA,41.1811652,1,fm_9/7/2020
714,371,248,sor,gc4,w,root,tri_sor_vic_hel,all,4,4,pool,15/01/2020,59.9903,0.1236,0.5012,NA,0.2948,NA,41.1811652,1,fm_9/7/2020
715,371,248,tri,gc3,w,root,tri_sor_vic_hel,all,4,4,pool,15/01/2020,59.9903,0.1258,0.5012,NA,0.2948,NA,41.1811652,1,fm_9/7/2020
716,371,248,vic,legume,w,root,tri_sor_vic_hel,all,4,4,pool,15/01/2020,59.9903,0.1265,0.5012,NA,0.2948,NA,41.1811652,1,fm_9/7/2020
717,372,206,hel,forb,w,root,tri_sor_vic_hel,all,4,4,pool,14/01/2020,59.9973,0.121,0.4957,NA,0.3933,NA,20.65765584,1,fm_9/8/2020
718,372,206,sor,gc4,w,root,tri_sor_vic_hel,all,4,4,pool,14/01/2020,59.9973,0.1265,0.4957,NA,0.3933,NA,20.65765584,1,fm_9/8/2020
719,372,206,tri,gc3,w,root,tri_sor_vic_hel,all,4,4,pool,14/01/2020,59.9973,0.1258,0.4957,NA,0.3933,NA,20.65765584,1,fm_9/8/2020
720,372,206,vic,legume,w,root,tri_sor_vic_hel,all,4,4,pool,14/01/2020,59.9973,0.1224,0.4957,NA,0.3933,NA,20.65765584,1,fm_9/8/2020
721,373,67,sol,forb,w,leaf,tri_sor_vic_sol,all,4,4,pool,08/01/2020,60.0065,0.1237,0.4972,0.0977,0.269,21.01859337,45.89702333,1,NA
722,373,67,sor,gc4,w,leaf,tri_sor_vic_sol,all,4,4,pool,08/01/2020,60.0065,0.1236,0.4972,0.0838,0.269,32.20064725,45.89702333,1,NA
723,373,67,tri,gc3,w,leaf,tri_sor_vic_sol,all,4,4,pool,08/01/2020,60.0065,0.1292,0.4972,0.0584,0.269,54.79876161,45.89702333,1,NA
724,373,67,vic,legume,w,leaf,tri_sor_vic_sol,all,4,4,pool,08/01/2020,60.0065,0.1207,0.4972,0.0291,0.269,75.89063795,45.89702333,1,NA
725,374,4,sol,forb,w,leaf,tri_sor_vic_sol,all,4,4,pool,08/01/2020,60.0752,0.1281,0.5026,0.0583,0.2589,54.48868072,48.48786311,1,NA
726,374,4,sor,gc4,w,leaf,tri_sor_vic_sol,all,4,4,pool,08/01/2020,60.0752,0.1281,0.5026,0.0811,0.2589,36.69008587,48.48786311,1,NA
727,374,4,tri,gc3,w,leaf,tri_sor_vic_sol,all,4,4,pool,08/01/2020,60.0752,0.1223,0.5026,0.0518,0.2589,57.64513491,48.48786311,1,NA
728,374,4,vic,legume,w,leaf,tri_sor_vic_sol,all,4,4,pool,08/01/2020,60.0752,0.1241,0.5026,0.0677,0.2589,45.44721998,48.48786311,1,NA
729,375,124,sol,forb,w,root,tri_sor_vic_sol,all,4,4,pool,10/01/2020,59.9548,0.128,0.5011,NA,0.2506,NA,49.99002195,1,fm_9/7/2020
730,375,124,sor,gc4,w,root,tri_sor_vic_sol,all,4,4,pool,10/01/2020,59.9548,0.1237,0.5011,NA,0.2506,NA,49.99002195,1,fm_9/7/2020
731,375,124,tri,gc3,w,root,tri_sor_vic_sol,all,4,4,pool,10/01/2020,59.9548,0.1276,0.5011,NA,0.2506,NA,49.99002195,1,fm_9/7/2020
732,375,124,vic,legume,w,root,tri_sor_vic_sol,all,4,4,pool,10/01/2020,59.9548,0.1218,0.5011,NA,0.2506,NA,49.99002195,1,fm_9/7/2020
733,376,425,sol,forb,w,root,tri_sor_vic_sol,all,4,4,pool,23/01/2020,60.0672,0.1248,0.5008,NA,0.3331,NA,33.48642173,1,fm_9/8/2020
734,376,425,sor,gc4,w,root,tri_sor_vic_sol,all,4,4,pool,23/01/2020,60.0672,0.1234,0.5008,NA,0.3331,NA,33.48642173,1,fm_9/8/2020
735,376,425,tri,gc3,w,root,tri_sor_vic_sol,all,4,4,pool,23/01/2020,60.0672,0.1261,0.5008,NA,0.3331,NA,33.48642173,1,fm_9/8/2020
736,376,425,vic,legume,w,root,tri_sor_vic_sol,all,4,4,pool,23/01/2020,60.0672,0.1265,0.5008,NA,0.3331,NA,33.48642173,1,fm_9/8/2020
737,377,128,hel,forb,w,leaf,tri_sor_pis_hel,all,4,4,pool,10/01/2020,59.9359,0.1242,0.5024,0.0581,0.232,53.22061192,53.82165605,1,NA
738,377,128,pis,legume,w,leaf,tri_sor_pis_hel,all,4,4,pool,10/01/2020,59.9359,0.1251,0.5024,0.0461,0.232,63.14948042,53.82165605,1,NA
739,377,128,sor,gc4,w,leaf,tri_sor_pis_hel,all,4,4,pool,10/01/2020,59.9359,0.1272,0.5024,0.0832,0.232,34.59119497,53.82165605,1,NA
740,377,128,tri,gc3,w,leaf,tri_sor_pis_hel,all,4,4,pool,10/01/2020,59.9359,0.1259,0.5024,0.0446,0.232,64.57505957,53.82165605,1,NA
741,378,364,hel,forb,w,leaf,tri_sol_pis_hel,gc3_legume_forb,4,3,pool,21/01/2020,59.9907,0.1254,0.4983,0.0727,0.2372,42.02551834,52.39815372,0,tenia_que_ser_sorgo_pero_hay_solanum_en_el_bote
742,378,364,pis,legume,w,leaf,tri_sol_pis_hel,gc3_legume_forb,4,3,pool,21/01/2020,59.9907,0.1271,0.4983,0.0595,0.2372,53.18646735,52.39815372,0,tenia_que_ser_sorgo_pero_hay_solanum_en_el_bote
743,378,364,sol,forb,w,leaf,tri_sol_pis_hel,gc3_legume_forb,4,3,pool,21/01/2020,59.9907,0.1222,0.4983,0.0516,0.2372,57.77414075,52.39815372,0,tenia_que_ser_sorgo_pero_hay_solanum_en_el_bote
744,378,364,tri,gc3,w,leaf,tri_sol_pis_hel,gc3_legume_forb,4,3,pool,21/01/2020,59.9907,0.1236,0.4983,0.0534,0.2372,56.7961165,52.39815372,0,tenia_que_ser_sorgo_pero_hay_solanum_en_el_bote
745,379,320,hel,forb,w,root,tri_sor_pis_hel,all,4,4,pool,20/01/2020,60.0083,0.1222,0.4997,NA,0.3253,NA,34.90094056,1,fm_9/7/2020
746,379,320,pis,legume,w,root,tri_sor_pis_hel,all,4,4,pool,20/01/2020,60.0083,0.1233,0.4997,NA,0.3253,NA,34.90094056,1,fm_9/7/2020
747,379,320,sor,gc4,w,root,tri_sor_pis_hel,all,4,4,pool,20/01/2020,60.0083,0.1283,0.4997,NA,0.3253,NA,34.90094056,1,fm_9/7/2020
748,379,320,tri,gc3,w,root,tri_sor_pis_hel,all,4,4,pool,20/01/2020,60.0083,0.1259,0.4997,NA,0.3253,NA,34.90094056,1,fm_9/7/2020
749,380,220,hel,forb,w,root,tri_sor_pis_hel,all,4,4,pool,14/01/2020,59.9706,0.1239,0.4958,NA,0.3476,NA,29.89108511,1,fm_9/7/2020
750,380,220,pis,legume,w,root,tri_sor_pis_hel,all,4,4,pool,14/01/2020,59.9706,0.1245,0.4958,NA,0.3476,NA,29.89108511,1,fm_9/7/2020
751,380,220,sor,gc4,w,root,tri_sor_pis_hel,all,4,4,pool,14/01/2020,59.9706,0.1247,0.4958,NA,0.3476,NA,29.89108511,1,fm_9/7/2020
752,380,220,tri,gc3,w,root,tri_sor_pis_hel,all,4,4,pool,14/01/2020,59.9706,0.1227,0.4958,NA,0.3476,NA,29.89108511,1,fm_9/7/2020
753,381,376,pis,legume,w,leaf,tri_sor_pis_sol,all,4,4,pool,21/01/2020,60.0052,0.1244,0.503,0.067,0.2462,46.1414791,51.05367793,1,NA
754,381,376,sol,forb,w,leaf,tri_sor_pis_sol,all,4,4,pool,21/01/2020,60.0052,0.1264,0.503,0.0456,0.2462,63.92405063,51.05367793,1,NA
755,381,376,sor,gc4,w,leaf,tri_sor_pis_sol,all,4,4,pool,21/01/2020,60.0052,0.1263,0.503,0.0786,0.2462,37.7672209,51.05367793,1,NA
756,381,376,tri,gc3,w,leaf,tri_sor_pis_sol,all,4,4,pool,21/01/2020,60.0052,0.1259,0.503,0.055,0.2462,56.31453535,51.05367793,1,NA
757,382,457,pis,legume,w,leaf,tri_sor_pis_sol,all,4,4,pool,24/01/2020,60.0369,0.1235,0.4959,0.0726,0.2961,41.2145749,40.29038113,1,NA
758,382,457,sol,forb,w,leaf,tri_sor_pis_sol,all,4,4,pool,24/01/2020,60.0369,0.1224,0.4959,0.0785,0.2961,35.86601307,40.29038113,1,NA
759,382,457,sor,gc4,w,leaf,tri_sor_pis_sol,all,4,4,pool,24/01/2020,60.0369,0.1269,0.4959,0.0881,0.2961,30.57525611,40.29038113,1,NA
760,382,457,tri,gc3,w,leaf,tri_sor_pis_sol,all,4,4,pool,24/01/2020,60.0369,0.1231,0.4959,0.0569,0.2961,53.77741673,40.29038113,1,NA
761,383,339,pis,legume,w,root,tri_sor_pis_sol,all,4,4,pool,20/01/2020,60.0126,0.124,0.502,NA,0.3865,NA,23.00796813,1,fm_9/8/2020
762,383,339,sol,forb,w,root,tri_sor_pis_sol,all,4,4,pool,20/01/2020,60.0126,0.1286,0.502,NA,0.3865,NA,23.00796813,1,fm_9/8/2020
763,383,339,sor,gc4,w,root,tri_sor_pis_sol,all,4,4,pool,20/01/2020,60.0126,0.1256,0.502,NA,0.3865,NA,23.00796813,1,fm_9/8/2020
764,383,339,tri,gc3,w,root,tri_sor_pis_sol,all,4,4,pool,20/01/2020,60.0126,0.1238,0.502,NA,0.3865,NA,23.00796813,1,fm_9/8/2020
765,384,433,pis,legume,w,root,tri_sor_pis_sol,all,4,4,pool,23/01/2020,59.9976,0.1254,0.5024,NA,0.2732,NA,45.62101911,1,fm_9/8/2020
766,384,433,sol,forb,w,root,tri_sor_pis_sol,all,4,4,pool,23/01/2020,59.9976,0.1277,0.5024,NA,0.2732,NA,45.62101911,1,fm_9/8/2020
767,384,433,sor,gc4,w,root,tri_sor_pis_sol,all,4,4,pool,23/01/2020,59.9976,0.1243,0.5024,NA,0.2732,NA,45.62101911,1,fm_9/8/2020
768,384,433,tri,gc3,w,root,tri_sor_pis_sol,all,4,4,pool,23/01/2020,59.9976,0.125,0.5024,NA,0.2732,NA,45.62101911,1,fm_9/8/2020
769,385,434,hel,forb,w,leaf,tri_zea_vic_hel,all,4,4,pool,23/01/2020,60.0177,0.1263,0.5022,0.0616,0.2905,51.22723674,42.15452011,1,NA
770,385,434,tri,gc3,w,leaf,tri_zea_vic_hel,all,4,4,pool,23/01/2020,60.0177,0.1254,0.5022,0.0595,0.2905,52.55183413,42.15452011,1,NA
771,385,434,vic,legume,w,leaf,tri_zea_vic_hel,all,4,4,pool,23/01/2020,60.0177,0.124,0.5022,0.0722,0.2905,41.77419355,42.15452011,1,NA
772,385,434,zea,gc4,w,leaf,tri_zea_vic_hel,all,4,4,pool,23/01/2020,60.0177,0.1265,0.5022,0.0972,0.2905,23.16205534,42.15452011,1,NA
773,386,443,hel,forb,w,leaf,tri_zea_vic_hel,all,4,4,pool,23/01/2020,59.9779,0.1245,0.4984,0.0675,0.2955,45.78313253,40.71027287,1,NA
774,386,443,tri,gc3,w,leaf,tri_zea_vic_hel,all,4,4,pool,23/01/2020,59.9779,0.1277,0.4984,0.0558,0.2955,56.30383712,40.71027287,1,NA
775,386,443,vic,legume,w,leaf,tri_zea_vic_hel,all,4,4,pool,23/01/2020,59.9779,0.1226,0.4984,0.0763,0.2955,37.76508972,40.71027287,1,NA
776,386,443,zea,gc4,w,leaf,tri_zea_vic_hel,all,4,4,pool,23/01/2020,59.9779,0.1236,0.4984,0.0959,0.2955,22.41100324,40.71027287,1,NA
777,387,275,hel,forb,w,root,tri_zea_vic_hel,all,4,4,pool,16/01/2020,60.0072,0.1285,0.5014,NA,0.2475,NA,50.638213,1,fm_9/8/2020
778,387,275,tri,gc3,w,root,tri_zea_vic_hel,all,4,4,pool,16/01/2020,60.0072,0.124,0.5014,NA,0.2475,NA,50.638213,1,fm_9/8/2020
779,387,275,vic,legume,w,root,tri_zea_vic_hel,all,4,4,pool,16/01/2020,60.0072,0.1254,0.5014,NA,0.2475,NA,50.638213,1,fm_9/8/2020
780,387,275,zea,gc4,w,root,tri_zea_vic_hel,all,4,4,pool,16/01/2020,60.0072,0.1235,0.5014,NA,0.2475,NA,50.638213,1,fm_9/8/2020
781,388,313,hel,forb,w,root,tri_zea_vic_hel,all,4,4,pool,17/01/2020,60.0339,0.1263,0.5027,NA,0.3269,NA,34.97115576,1,fm_9/8/2020
782,388,313,tri,gc3,w,root,tri_zea_vic_hel,all,4,4,pool,17/01/2020,60.0339,0.1246,0.5027,NA,0.3269,NA,34.97115576,1,fm_9/8/2020
783,388,313,vic,legume,w,root,tri_zea_vic_hel,all,4,4,pool,17/01/2020,60.0339,0.1252,0.5027,NA,0.3269,NA,34.97115576,1,fm_9/8/2020
784,388,313,zea,gc4,w,root,tri_zea_vic_hel,all,4,4,pool,17/01/2020,60.0339,0.1266,0.5027,NA,0.3269,NA,34.97115576,1,fm_9/8/2020
785,389,255,sol,forb,w,leaf,tri_zea_vic_sol,all,4,4,pool,16/01/2020,59.9709,0.1229,0.5009,0.058,0.2586,52.80716029,48.37292873,1,NA
786,389,255,tri,gc3,w,leaf,tri_zea_vic_sol,all,4,4,pool,16/01/2020,59.9709,0.1281,0.5009,0.0397,0.2586,69.00858704,48.37292873,1,NA
787,389,255,vic,legume,w,leaf,tri_zea_vic_sol,all,4,4,pool,16/01/2020,59.9709,0.128,0.5009,0.0784,0.2586,38.75,48.37292873,1,NA
788,389,255,zea,gc4,w,leaf,tri_zea_vic_sol,all,4,4,pool,16/01/2020,59.9709,0.1219,0.5009,0.0825,0.2586,32.32157506,48.37292873,1,NA
789,390,401,sol,forb,w,leaf,tri_zea_vic_sol,all,4,4,pool,22/01/2020,60.0002,0.1227,0.4949,0.0696,0.2683,43.27628362,45.78702768,1,NA
790,390,401,tri,gc3,w,leaf,tri_zea_vic_sol,all,4,4,pool,22/01/2020,60.0002,0.1255,0.4949,0.0403,0.2683,67.88844622,45.78702768,1,NA
791,390,401,vic,legume,w,leaf,tri_zea_vic_sol,all,4,4,pool,22/01/2020,60.0002,0.1226,0.4949,0.0673,0.2683,45.10603589,45.78702768,1,NA
