id,microcosm_id,microcosm_random_id,sp,pfg,dom_status,organ,sp_combo,pfg_combo,sp_richness,pfg_number,litter_bag_id,harvest_date,soil_mass,im,im_microcosm,fm,fm_microcosm,ml,ml_microcosm,filter_1,notes
477,287,351,tri,gc3,c,root,tri_zea,gc3_gc4,2,2,pool,21/01/2020,60.0471,0.2471,0.496,NA,0.3639,NA,26.63306452,1,fm_9/8/2020
478,287,351,zea,gc4,c,root,tri_zea,gc3_gc4,2,2,pool,21/01/2020,60.0471,0.2489,0.496,NA,0.3639,NA,26.63306452,1,fm_9/8/2020
479,288,463,tri,gc3,c,root,tri_zea,gc3_gc4,2,2,pool,24/01/2020,60.0313,0.2533,0.5034,NA,0.3397,NA,32.51887167,1,fm_9/8/2020
480,288,463,zea,gc4,c,root,tri_zea,gc3_gc4,2,2,pool,24/01/2020,60.0313,0.2501,0.5034,NA,0.3397,NA,32.51887167,1,fm_9/8/2020
481,289,154,hel,forb,c,leaf,hel_vic,forb_legume,2,2,pool,10/01/2020,59.9544,0.2475,0.501,0.1926,0.2717,22.18181818,45.76846307,1,NA
482,289,154,vic,legume,c,leaf,hel_vic,forb_legume,2,2,pool,10/01/2020,59.9544,0.2535,0.501,0.0791,0.2717,68.79684418,45.76846307,1,NA
483,290,24,hel,forb,c,leaf,hel_vic,forb_legume,2,2,pool,08/01/2020,60.0799,0.2488,0.5037,NA,0.1471,NA,70.79610879,1,solo_hay_un_sobre_y_no_pone_si_es_Hel_o_Vic
484,290,24,vic,legume,c,leaf,hel_vic,forb_legume,2,2,pool,08/01/2020,60.0799,0.2549,0.5037,NA,0.1471,NA,70.79610879,1,solo_hay_un_sobre_y_no_pone_si_es_Hel_o_Vic
485,291,90,hel,forb,c,root,hel_vic,forb_legume,2,2,pool,08/01/2020,59.9772,0.2465,0.4998,NA,0.3182,NA,36.33453381,1,fm_9/7/2020
486,291,90,vic,legume,c,root,hel_vic,forb_legume,2,2,pool,08/01/2020,59.9772,0.2533,0.4998,NA,0.3182,NA,36.33453381,1,fm_9/7/2020
487,292,328,hel,forb,c,root,hel_vic,forb_legume,2,2,pool,20/01/2020,60.0023,0.2525,0.5012,NA,0.213,NA,57.50199521,1,fm_9/8/2020
488,292,328,vic,legume,c,root,hel_vic,forb_legume,2,2,pool,20/01/2020,60.0023,0.2487,0.5012,NA,0.213,NA,57.50199521,1,fm_9/8/2020
489,293,135,hel,forb,c,leaf,hel_sor,forb_gc4,2,2,pool,10/01/2020,59.9566,0.2564,0.5065,0.1134,0.3039,55.77223089,40,1,NA
490,293,135,sor,gc4,c,leaf,hel_sor,forb_gc4,2,2,pool,10/01/2020,59.9566,0.2501,0.5065,0.1905,0.3039,23.83046781,40,1,NA
491,294,424,hel,forb,c,leaf,hel_sor,forb_gc4,2,2,pool,23/01/2020,60.0216,0.2473,0.499,0.1134,0.2595,54.14476345,47.99599198,1,NA
492,294,424,sor,gc4,c,leaf,hel_sor,forb_gc4,2,2,pool,23/01/2020,60.0216,0.2517,0.499,0.1461,0.2595,41.95470799,47.99599198,1,NA
493,295,410,hel,forb,c,root,hel_sor,forb_gc4,2,2,pool,22/01/2020,60.0048,0.2524,0.5006,NA,0.4209,NA,15.92089493,1,fm_9/8/2020
494,295,410,sor,gc4,c,root,hel_sor,forb_gc4,2,2,pool,22/01/2020,60.0048,0.2482,0.5006,NA,0.4209,NA,15.92089493,1,fm_9/8/2020
495,296,129,hel,forb,c,root,hel_sor,forb_gc4,2,2,pool,10/01/2020,60.0682,0.2481,0.4927,NA,0.2839,NA,42.37872945,1,fm_9/7/2020
496,296,129,sor,gc4,c,root,hel_sor,forb_gc4,2,2,pool,10/01/2020,60.0682,0.2446,0.4927,NA,0.2839,NA,42.37872945,1,fm_9/7/2020
497,297,318,hel,forb,c,leaf,hel_pis,forb_legume,2,2,pool,17/01/2020,60.0416,0.2506,0.5033,0.0864,0.1897,65.52274541,62.30876217,1,NA
498,297,318,pis,legume,c,leaf,hel_pis,forb_legume,2,2,pool,17/01/2020,60.0416,0.2527,0.5033,0.1033,0.1897,59.12148793,62.30876217,1,NA
499,298,385,hel,forb,c,leaf,hel_pis,forb_legume,2,2,pool,22/01/2020,59.9719,0.2476,0.4955,0.1149,0.2349,53.59450727,52.59334006,1,NA
500,298,385,pis,legume,c,leaf,hel_pis,forb_legume,2,2,pool,22/01/2020,59.9719,0.2479,0.4955,0.12,0.2349,51.59338443,52.59334006,1,NA
501,299,388,hel,forb,c,root,hel_pis,forb_legume,2,2,pool,22/01/2020,60.0072,0.2485,0.4978,NA,0.3076,NA,38.20811571,1,fm_9/7/2020
502,299,388,pis,legume,c,root,hel_pis,forb_legume,2,2,pool,22/01/2020,60.0072,0.2493,0.4978,NA,0.3076,NA,38.20811571,1,fm_9/7/2020
503,300,175,hel,forb,c,root,hel_pis,forb_legume,2,2,pool,13/01/2020,60.0357,0.2562,0.5051,NA,0.2862,NA,43.33795288,1,fm_9/7/2020
504,300,175,pis,legume,c,root,hel_pis,forb_legume,2,2,pool,13/01/2020,60.0357,0.2489,0.5051,NA,0.2862,NA,43.33795288,1,fm_9/7/2020
505,301,11,hel,forb,c,leaf,hel_zea,forb_gc4,2,2,pool,08/01/2020,59.9802,0.2547,0.5068,0.0875,0.2891,65.64585787,42.9558011,1,NA
506,301,11,zea,gc4,c,leaf,hel_zea,forb_gc4,2,2,pool,08/01/2020,59.9802,0.2521,0.5068,0.2016,0.2891,20.03173344,42.9558011,1,NA
507,302,304,hel,forb,c,leaf,hel_zea,forb_gc4,2,2,pool,17/01/2020,59.9999,0.2494,0.4995,0.0968,0.2675,61.18684844,46.44644645,1,NA
508,302,304,zea,gc4,c,leaf,hel_zea,forb_gc4,2,2,pool,17/01/2020,59.9999,0.2501,0.4995,0.1707,0.2675,31.74730108,46.44644645,1,NA
509,303,123,hel,forb,c,root,hel_zea,forb_gc4,2,2,pool,10/01/2020,60.0477,0.2516,0.4979,NA,0.2796,NA,43.84414541,1,fm_9/7/2020
510,303,123,zea,gc4,c,root,hel_zea,forb_gc4,2,2,pool,10/01/2020,60.0477,0.2463,0.4979,NA,0.2796,NA,43.84414541,1,fm_9/7/2020
511,304,402,hel,forb,c,root,hel_zea,forb_gc4,2,2,pool,22/01/2020,60.0091,0.2481,0.4971,NA,0.3313,NA,33.35345001,1,fm_9/7/2020
512,304,402,zea,gc4,c,root,hel_zea,forb_gc4,2,2,pool,22/01/2020,60.0091,0.249,0.4971,NA,0.3313,NA,33.35345001,1,fm_9/7/2020
513,305,240,sol,forb,c,leaf,sol_vic,forb_legume,2,2,pool,15/01/2020,59.9804,0.2493,0.4958,0.1493,0.2211,40.11231448,55.40540541,1,NA
514,305,240,vic,legume,c,leaf,sol_vic,forb_legume,2,2,pool,15/01/2020,59.9804,0.2465,0.4958,0.0718,0.2211,70.87221095,55.40540541,1,NA
515,306,191,sol,forb,c,leaf,sol_vic,forb_legume,2,2,pool,13/01/2020,60.068,0.248,0.5002,0.0738,0.2514,70.24193548,49.74010396,1,NA
516,306,191,vic,legume,c,leaf,sol_vic,forb_legume,2,2,pool,13/01/2020,60.068,0.2522,0.5002,0.1776,0.2514,29.57969865,49.74010396,1,NA
517,307,174,sol,forb,c,root,sol_vic,forb_legume,2,2,pool,13/01/2020,59.9474,0.2501,0.4981,NA,0.2481,NA,50.19072475,1,fm_9/8/2020
518,307,174,vic,legume,c,root,sol_vic,forb_legume,2,2,pool,13/01/2020,59.9474,0.248,0.4981,NA,0.2481,NA,50.19072475,1,fm_9/8/2020
519,308,299,sol,forb,c,root,sol_vic,forb_legume,2,2,pool,17/01/2020,60.02,0.2504,0.4992,NA,0.2646,NA,46.99519231,1,fm_9/8/2020
520,308,299,vic,legume,c,root,sol_vic,forb_legume,2,2,pool,17/01/2020,60.02,0.2488,0.4992,NA,0.2646,NA,46.99519231,1,fm_9/8/2020
521,309,112,sol,forb,c,leaf,sol_sor,forb_gc4,2,2,pool,10/01/2020,59.9981,0.2574,0.5076,0.1106,0.272,57.03185703,46.41449961,1,NA
522,309,112,sor,gc4,c,leaf,sol_sor,forb_gc4,2,2,pool,10/01/2020,59.9981,0.2502,0.5076,0.1614,0.272,35.49160671,46.41449961,1,NA
523,310,137,sol,forb,c,leaf,sol_sor,forb_gc4,2,2,pool,10/01/2020,59.9659,0.2484,0.4963,0.1191,0.2888,52.0531401,41.80938948,1,NA
524,310,137,sor,gc4,c,leaf,sol_sor,forb_gc4,2,2,pool,10/01/2020,59.9659,0.2479,0.4963,0.1697,0.2888,31.54497781,41.80938948,1,NA
525,311,19,sol,forb,c,root,sol_sor,forb_gc4,2,2,pool,08/01/2020,60.0526,0.2492,0.501,NA,0.3554,NA,29.06187625,1,fm_9/7/2020
526,311,19,sor,gc4,c,root,sol_sor,forb_gc4,2,2,pool,08/01/2020,60.0526,0.2518,0.501,NA,0.3554,NA,29.06187625,1,fm_9/7/2020
527,312,229,sol,forb,c,root,sol_sor,forb_gc4,2,2,pool,15/01/2020,59.9858,0.2491,0.4989,NA,0.3241,NA,35.03708158,1,fm_9/7/2020
528,312,229,sor,gc4,c,root,sol_sor,forb_gc4,2,2,pool,15/01/2020,59.9858,0.2498,0.4989,NA,0.3241,NA,35.03708158,1,fm_9/7/2020
529,313,46,pis,legume,c,leaf,sol_pis,forb_legume,2,2,pool,08/01/2020,60.0002,0.2493,0.4942,0.1753,0.2772,29.68311272,43.90934844,1,NA
530,313,46,sol,forb,c,leaf,sol_pis,forb_legume,2,2,pool,08/01/2020,60.0002,0.2449,0.4942,0.1019,0.2772,58.39118007,43.90934844,1,NA
531,314,246,pis,legume,c,leaf,sol_pis,forb_legume,2,2,pool,15/01/2020,60.0163,0.2541,0.5014,0.0752,0.2096,70.40535222,58.19704826,1,NA
532,314,246,sol,forb,c,leaf,sol_pis,forb_legume,2,2,pool,15/01/2020,60.0163,0.2473,0.5014,0.1344,0.2096,45.65305297,58.19704826,1,NA
533,315,251,pis,legume,c,root,sol_pis,forb_legume,2,2,pool,15/01/2020,59.9926,0.2468,0.4966,NA,0.2398,NA,51.71163915,1,fm_9/7/2020
534,315,251,sol,forb,c,root,sol_pis,forb_legume,2,2,pool,15/01/2020,59.9926,0.2498,0.4966,NA,0.2398,NA,51.71163915,1,fm_9/7/2020
535,316,158,pis,legume,c,root,sol_pis,forb_legume,2,2,pool,10/01/2020,60.0425,0.2495,0.4982,NA,0.3642,NA,26.89682858,1,fm_9/8/2020
536,316,158,sol,forb,c,root,sol_pis,forb_legume,2,2,pool,10/01/2020,60.0425,0.2487,0.4982,NA,0.3642,NA,26.89682858,1,fm_9/8/2020
537,317,403,sol,forb,c,leaf,sol_zea,forb_gc4,2,2,pool,22/01/2020,59.9851,0.2493,0.4996,0.1324,0.2982,46.89129563,40.3122498,1,NA
538,317,403,zea,gc4,c,leaf,sol_zea,forb_gc4,2,2,pool,22/01/2020,59.9851,0.2503,0.4996,0.1658,0.2982,33.75948861,40.3122498,1,NA
539,318,225,sol,forb,c,leaf,sol_zea,forb_gc4,2,2,pool,15/01/2020,60.0143,0.2504,0.4989,0.135,0.3068,46.08626198,38.50471036,1,NA
540,318,225,zea,gc4,c,leaf,sol_zea,forb_gc4,2,2,pool,15/01/2020,60.0143,0.2485,0.4989,0.1718,0.3068,30.86519115,38.50471036,1,NA
541,319,155,sol,forb,c,root,sol_zea,forb_gc4,2,2,pool,10/01/2020,60.0098,0.2516,0.5066,NA,0.3331,NA,34.24792736,1,NA
542,319,155,zea,gc4,c,root,sol_zea,forb_gc4,2,2,pool,10/01/2020,60.0098,0.255,0.5066,NA,0.3331,NA,34.24792736,1,NA
543,320,38,sol,forb,c,root,sol_zea,forb_gc4,2,2,pool,08/01/2020,59.9833,0.2494,0.4937,NA,0.3226,NA,34.65667409,1,fm_9/7/2020
544,320,38,zea,gc4,c,root,sol_zea,forb_gc4,2,2,pool,08/01/2020,59.9833,0.2443,0.4937,NA,0.3226,NA,34.65667409,1,fm_9/7/2020
545,321,130,sor,gc4,c,leaf,vic_sor,legume_gc4,2,2,pool,10/01/2020,59.9935,0.2502,0.4958,0.1597,0.2407,36.17106315,51.45219847,1,NA
546,321,130,vic,legume,c,leaf,vic_sor,legume_gc4,2,2,pool,10/01/2020,59.9935,0.2456,0.4958,0.081,0.2407,67.01954397,51.45219847,1,NA
547,322,102,sor,gc4,c,leaf,vic_sor,legume_gc4,2,2,pool,10/01/2020,60.0437,0.2512,0.504,0.1497,0.2158,40.40605096,57.18253968,1,NA
548,322,102,vic,legume,c,leaf,vic_sor,legume_gc4,2,2,pool,10/01/2020,60.0437,0.2528,0.504,0.0661,0.2158,73.8528481,57.18253968,1,NA
549,323,262,sor,gc4,c,root,vic_sor,legume_gc4,2,2,pool,16/01/2020,60.0173,0.2542,0.5049,NA,0.2655,NA,47.41532977,1,fm_9/7/2020
550,323,262,vic,legume,c,root,vic_sor,legume_gc4,2,2,pool,16/01/2020,60.0173,0.2507,0.5049,NA,0.2655,NA,47.41532977,1,fm_9/7/2020
551,324,231,sor,gc4,c,root,vic_sor,legume_gc4,2,2,pool,15/01/2020,59.9803,0.2468,0.4952,NA,0.2889,NA,41.65993538,1,fm_9/7/2020
552,324,231,vic,legume,c,root,vic_sor,legume_gc4,2,2,pool,15/01/2020,59.9803,0.2484,0.4952,NA,0.2889,NA,41.65993538,1,fm_9/7/2020
553,325,101,vic,legume,c,leaf,vic_zea,legume_gc4,2,2,pool,10/01/2020,59.9942,0.252,0.5003,0.045,0.181,82.14285714,63.82170698,1,NA
554,325,101,zea,gc4,c,leaf,vic_zea,legume_gc4,2,2,pool,10/01/2020,59.9942,0.2483,0.5003,0.136,0.181,45.22754732,63.82170698,1,NA
555,326,15,vic,legume,c,leaf,vic_zea,legume_gc4,2,2,pool,08/01/2020,60.0345,0.2558,0.5067,0.0917,0.2553,64.151681,49.6151569,1,NA
556,326,15,zea,gc4,c,leaf,vic_zea,legume_gc4,2,2,pool,08/01/2020,60.0345,0.2509,0.5067,0.1636,0.2553,34.79473894,49.6151569,1,NA
557,327,233,vic,legume,c,root,vic_zea,legume_gc4,2,2,pool,15/01/2020,59.9668,0.2489,0.5025,NA,0.2741,NA,45.45273632,1,fm_9/7/2020
558,327,233,zea,gc4,c,root,vic_zea,legume_gc4,2,2,pool,15/01/2020,59.9668,0.2536,0.5025,NA,0.2741,NA,45.45273632,1,fm_9/7/2020
559,328,417,vic,legume,c,root,vic_zea,legume_gc4,2,2,pool,23/01/2020,60.0352,0.2476,0.495,NA,0.2438,NA,50.74747475,1,fm_9/8/2020
560,328,417,zea,gc4,c,root,vic_zea,legume_gc4,2,2,pool,23/01/2020,60.0352,0.2474,0.495,NA,0.2438,NA,50.74747475,1,fm_9/8/2020
561,329,189,pis,legume,c,leaf,pis_sor,legume_gc4,2,2,pool,13/01/2020,60.0347,0.2502,0.4997,0.0843,0.2671,66.30695444,46.54792876,1,NA
562,329,189,sor,gc4,c,leaf,pis_sor,legume_gc4,2,2,pool,13/01/2020,60.0347,0.2495,0.4997,0.1828,0.2671,26.73346693,46.54792876,1,NA
563,330,287,pis,legume,c,leaf,pis_sor,legume_gc4,2,2,pool,17/01/2020,60.0132,0.2478,0.4964,0.0857,0.2385,65.41565779,51.9540693,1,NA
564,330,287,sor,gc4,c,leaf,pis_sor,legume_gc4,2,2,pool,17/01/2020,60.0132,0.2486,0.4964,0.1528,0.2385,38.53580048,51.9540693,1,NA
565,331,301,pis,legume,c,root,pis_sor,legume_gc4,2,2,pool,17/01/2020,59.9955,0.2498,0.4986,NA,0.3058,NA,38.66827116,1,fm_9/8/2020
566,331,301,sor,gc4,c,root,pis_sor,legume_gc4,2,2,pool,17/01/2020,59.9955,0.2488,0.4986,NA,0.3058,NA,38.66827116,1,fm_9/8/2020
567,332,91,pis,legume,c,root,pis_sor,legume_gc4,2,2,pool,08/01/2020,59.9851,0.2462,0.5028,NA,0.272,NA,45.90294352,1,fm_9/7/2020
568,332,91,sor,gc4,c,root,pis_sor,legume_gc4,2,2,pool,08/01/2020,59.9851,0.2566,0.5028,NA,0.272,NA,45.90294352,1,fm_9/7/2020
569,333,336,pis,legume,c,leaf,pis_zea,legume_gc4,2,2,pool,20/01/2020,60.0405,0.2521,0.5023,0.0816,0.2446,67.63189211,51.30400159,1,NA
570,333,336,zea,gc4,c,leaf,pis_zea,legume_gc4,2,2,pool,20/01/2020,60.0405,0.2502,0.5023,0.163,0.2446,34.85211831,51.30400159,1,NA
571,334,377,pis,legume,c,leaf,pis_zea,legume_gc4,2,2,pool,21/01/2020,60.0259,0.2483,0.4976,0.042,0.1986,83.08497785,60.08842444,1,NA
572,334,377,zea,gc4,c,leaf,pis_zea,legume_gc4,2,2,pool,21/01/2020,60.0259,0.2493,0.4976,0.1566,0.1986,37.18411552,60.08842444,1,NA
573,335,171,pis,legume,c,root,pis_zea,legume_gc4,2,2,pool,13/01/2020,60.0712,0.2521,0.5009,NA,0.3143,NA,37.2529447,1,fm_9/8/2020
574,335,171,zea,gc4,c,root,pis_zea,legume_gc4,2,2,pool,13/01/2020,60.0712,0.2488,0.5009,NA,0.3143,NA,37.2529447,1,fm_9/8/2020
575,336,414,pis,legume,c,root,pis_zea,legume_gc4,2,2,pool,22/01/2020,60.0171,0.2484,0.4987,NA,0.3021,NA,39.4224985,1,fm_9/8/2020
576,336,414,zea,gc4,c,root,pis_zea,legume_gc4,2,2,pool,22/01/2020,60.0171,0.2503,0.4987,NA,0.3021,NA,39.4224985,1,fm_9/8/2020
577,337,239,ave,gc3,w,leaf,ave_sor_vic_hel,all,4,4,pool,15/01/2020,60.0031,0.1232,0.4949,0.0452,0.2698,63.31168831,45.48393615,1,NA
578,337,239,hel,forb,w,leaf,ave_sor_vic_hel,all,4,4,pool,15/01/2020,60.0031,0.1226,0.4949,0.0752,0.2698,38.66231648,45.48393615,1,NA
579,337,239,sor,gc4,w,leaf,ave_sor_vic_hel,all,4,4,pool,15/01/2020,60.0031,0.1246,0.4949,0.075,0.2698,39.80738363,45.48393615,1,NA
580,337,239,vic,legume,w,leaf,ave_sor_vic_hel,all,4,4,pool,15/01/2020,60.0031,0.1245,0.4949,0.0744,0.2698,40.24096386,45.48393615,1,NA
581,338,439,ave,gc3,w,leaf,ave_sor_vic_hel,all,4,4,pool,23/01/2020,59.9916,0.1244,0.504,0.0481,0.3039,61.33440514,39.70238095,1,NA
582,338,439,hel,forb,w,leaf,ave_sor_vic_hel,all,4,4,pool,23/01/2020,59.9916,0.1259,0.504,0.0631,0.3039,49.88085782,39.70238095,1,NA
583,338,439,sor,gc4,w,leaf,ave_sor_vic_hel,all,4,4,pool,23/01/2020,59.9916,0.1244,0.504,0.0893,0.3039,28.21543408,39.70238095,1,NA
584,338,439,vic,legume,w,leaf,ave_sor_vic_hel,all,4,4,pool,23/01/2020,59.9916,0.1293,0.504,0.1034,0.3039,20.03093581,39.70238095,1,NA
585,339,288,ave,gc3,w,root,ave_sor_vic_hel,all,4,4,pool,17/01/2020,60.0094,0.1254,0.5049,NA,0.294,NA,41.77064765,1,fm_9/7/2020
586,339,288,hel,forb,w,root,ave_sor_vic_hel,all,4,4,pool,17/01/2020,60.0094,0.1213,0.5049,NA,0.294,NA,41.77064765,1,fm_9/7/2020
587,339,288,sor,gc4,w,root,ave_sor_vic_hel,all,4,4,pool,17/01/2020,60.0094,0.1273,0.5049,NA,0.294,NA,41.77064765,1,fm_9/7/2020
588,339,288,vic,legume,w,root,ave_sor_vic_hel,all,4,4,pool,17/01/2020,60.0094,0.1309,0.5049,NA,0.294,NA,41.77064765,1,fm_9/7/2020
589,340,294,ave,gc3,w,root,ave_sor_vic_hel,all,4,4,pool,17/01/2020,59.9994,0.1266,0.505,NA,0.2426,NA,51.96039604,1,fm_9/8/2020
590,340,294,hel,forb,w,root,ave_sor_vic_hel,all,4,4,pool,17/01/2020,59.9994,0.1242,0.505,NA,0.2426,NA,51.96039604,1,fm_9/8/2020
591,340,294,sor,gc4,w,root,ave_sor_vic_hel,all,4,4,pool,17/01/2020,59.9994,0.1281,0.505,NA,0.2426,NA,51.96039604,1,fm_9/8/2020
592,340,294,vic,legume,w,root,ave_sor_vic_hel,all,4,4,pool,17/01/2020,59.9994,0.1261,0.505,NA,0.2426,NA,51.96039604,1,fm_9/8/2020
593,341,445,ave,gc3,w,leaf,ave_sor_vic_sol,all,4,4,pool,23/01/2020,59.9642,0.1262,0.4972,0.0474,0.2656,62.44057052,46.58085278,1,NA
594,341,445,sol,forb,w,leaf,ave_sor_vic_sol,all,4,4,pool,23/01/2020,59.9642,0.1245,0.4972,0.0422,0.2656,66.10441767,46.58085278,1,NA
595,341,445,sor,gc4,w,leaf,ave_sor_vic_sol,all,4,4,pool,23/01/2020,59.9642,0.1244,0.4972,0.0931,0.2656,25.1607717,46.58085278,1,NA
596,341,445,vic,legume,w,leaf,ave_sor_vic_sol,all,4,4,pool,23/01/2020,59.9642,0.1221,0.4972,0.0829,0.2656,32.1048321,46.58085278,1,NA
597,342,37,ave,gc3,w,leaf,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0218,0.1228,0.505,0.046,0.2657,62.54071661,47.38613861,1,NA
598,342,37,sol,forb,w,leaf,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0218,0.1306,0.505,0.0495,0.2657,62.09800919,47.38613861,1,NA
599,342,37,sor,gc4,w,leaf,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0218,0.1263,0.505,0.0858,0.2657,32.06650831,47.38613861,1,NA
600,342,37,vic,legume,w,leaf,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0218,0.1253,0.505,0.0844,0.2657,32.64166002,47.38613861,1,NA
601,343,379,ave,gc3,w,root,ave_sor_vic_sol,all,4,4,pool,21/01/2020,59.9635,0.123,0.5001,NA,0.325,NA,35.0129974,1,fm_9/7/2020
602,343,379,sol,forb,w,root,ave_sor_vic_sol,all,4,4,pool,21/01/2020,59.9635,0.128,0.5001,NA,0.325,NA,35.0129974,1,fm_9/7/2020
603,343,379,sor,gc4,w,root,ave_sor_vic_sol,all,4,4,pool,21/01/2020,59.9635,0.1253,0.5001,NA,0.325,NA,35.0129974,1,fm_9/7/2020
604,343,379,vic,legume,w,root,ave_sor_vic_sol,all,4,4,pool,21/01/2020,59.9635,0.1238,0.5001,NA,0.325,NA,35.0129974,1,fm_9/7/2020
605,344,374,ave,gc3,w,root,ave_sor_vic_sol,all,4,4,pool,21/01/2020,59.9741,0.1259,0.5016,NA,0.2999,NA,40.21132376,1,fm_9/7/2020
606,344,374,sol,forb,w,root,ave_sor_vic_sol,all,4,4,pool,21/01/2020,59.9741,0.1279,0.5016,NA,0.2999,NA,40.21132376,1,fm_9/7/2020
607,344,374,sor,gc4,w,root,ave_sor_vic_sol,all,4,4,pool,21/01/2020,59.9741,0.1225,0.5016,NA,0.2999,NA,40.21132376,1,fm_9/7/2020
608,344,374,vic,legume,w,root,ave_sor_vic_sol,all,4,4,pool,21/01/2020,59.9741,0.1253,0.5016,NA,0.2999,NA,40.21132376,1,fm_9/7/2020
609,345,245,ave,gc3,w,leaf,ave_sor_pis_hel,all,4,4,pool,15/01/2020,59.9521,0.1278,0.493,0.0468,0.2536,63.38028169,48.55983773,1,NA
610,345,245,hel,forb,w,leaf,ave_sor_pis_hel,all,4,4,pool,15/01/2020,59.9521,0.1217,0.493,0.0652,0.2536,46.42563681,48.55983773,1,NA
611,345,245,pis,legume,w,leaf,ave_sor_pis_hel,all,4,4,pool,15/01/2020,59.9521,0.1204,0.493,0.0614,0.2536,49.00332226,48.55983773,1,NA
612,345,245,sor,gc4,w,leaf,ave_sor_pis_hel,all,4,4,pool,15/01/2020,59.9521,0.1231,0.493,0.0802,0.2536,34.84971568,48.55983773,1,NA
613,346,97,ave,gc3,w,leaf,ave_sor_pis_hel,all,4,4,pool,10/01/2020,59.9586,0.125,0.5008,0.0375,0.2136,70,57.34824281,1,NA
614,346,97,hel,forb,w,leaf,ave_sor_pis_hel,all,4,4,pool,10/01/2020,59.9586,0.1254,0.5008,0.0529,0.2136,57.81499203,57.34824281,1,NA
615,346,97,pis,legume,w,leaf,ave_sor_pis_hel,all,4,4,pool,10/01/2020,59.9586,0.1286,0.5008,0.0376,0.2136,70.76205288,57.34824281,1,NA
616,346,97,sor,gc4,w,leaf,ave_sor_pis_hel,all,4,4,pool,10/01/2020,59.9586,0.1218,0.5008,0.0856,0.2136,29.72085386,57.34824281,1,NA
617,347,363,ave,gc3,w,root,ave_sor_pis_hel,all,4,4,pool,21/01/2020,59.9891,0.1282,0.5067,NA,0.3257,NA,35.72133412,1,fm_9/7/2020
618,347,363,hel,forb,w,root,ave_sor_pis_hel,all,4,4,pool,21/01/2020,59.9891,0.1268,0.5067,NA,0.3257,NA,35.72133412,1,fm_9/7/2020
619,347,363,pis,legume,w,root,ave_sor_pis_hel,all,4,4,pool,21/01/2020,59.9891,0.1278,0.5067,NA,0.3257,NA,35.72133412,1,fm_9/7/2020
620,347,363,sor,gc4,w,root,ave_sor_pis_hel,all,4,4,pool,21/01/2020,59.9891,0.1239,0.5067,NA,0.3257,NA,35.72133412,1,fm_9/7/2020
621,348,3,ave,gc3,w,root,ave_sor_pis_hel,all,4,4,pool,08/01/2020,60.0383,0.1252,0.4982,NA,0.2829,NA,43.21557607,1,NA
622,348,3,hel,forb,w,root,ave_sor_pis_hel,all,4,4,pool,08/01/2020,60.0383,0.128,0.4982,NA,0.2829,NA,43.21557607,1,NA
623,348,3,pis,legume,w,root,ave_sor_pis_hel,all,4,4,pool,08/01/2020,60.0383,0.1225,0.4982,NA,0.2829,NA,43.21557607,1,NA
624,348,3,sor,gc4,w,root,ave_sor_pis_hel,all,4,4,pool,08/01/2020,60.0383,0.1225,0.4982,NA,0.2829,NA,43.21557607,1,NA
625,349,89,ave,gc3,w,leaf,ave_sor_pis_sol,all,4,4,pool,08/01/2020,60.0269,0.1233,0.4949,0.0367,0.2843,70.2351987,42.55405132,1,NA
626,349,89,pis,legume,w,leaf,ave_sor_pis_sol,all,4,4,pool,08/01/2020,60.0269,0.1214,0.4949,0.0643,0.2843,47.03459638,42.55405132,1,NA
627,349,89,sol,forb,w,leaf,ave_sor_pis_sol,all,4,4,pool,08/01/2020,60.0269,0.1245,0.4949,0.0822,0.2843,33.97590361,42.55405132,1,NA
628,349,89,sor,gc4,w,leaf,ave_sor_pis_sol,all,4,4,pool,08/01/2020,60.0269,0.1257,0.4949,0.1011,0.2843,19.57040573,42.55405132,1,NA
629,350,205,ave,gc3,w,leaf,ave_sor_pis_sol,all,4,4,pool,14/01/2020,60.0679,0.1223,0.4975,0.0332,0.2705,72.85363859,45.6281407,1,NA
630,350,205,pis,legume,w,leaf,ave_sor_pis_sol,all,4,4,pool,14/01/2020,60.0679,0.1246,0.4975,0.0612,0.2705,50.88282504,45.6281407,1,NA
631,350,205,sol,forb,w,leaf,ave_sor_pis_sol,all,4,4,pool,14/01/2020,60.0679,0.1274,0.4975,0.0788,0.2705,38.14756672,45.6281407,1,NA
632,350,205,sor,gc4,w,leaf,ave_sor_pis_sol,all,4,4,pool,14/01/2020,60.0679,0.1232,0.4975,0.0973,0.2705,21.02272727,45.6281407,1,NA
633,351,389,ave,gc3,w,root,ave_sor_pis_sol,all,4,4,pool,22/01/2020,59.9894,0.1275,0.5062,NA,0.274,NA,45.87119716,1,fm_9/7/2020
634,351,389,pis,legume,w,root,ave_sor_pis_sol,all,4,4,pool,22/01/2020,59.9894,0.1251,0.5062,NA,0.274,NA,45.87119716,1,fm_9/7/2020
635,351,389,sol,forb,w,root,ave_sor_pis_sol,all,4,4,pool,22/01/2020,59.9894,0.1261,0.5062,NA,0.274,NA,45.87119716,1,fm_9/7/2020
